order_id,order_date,customer_id,customer_name,email,phone,product,category,quantity,unit_price,discount,payment_method,shipping_city,shipping_state,order_status
ORD100586,2025-08-05 01:00:00,CUST2118,Tunde Ibrahim,user@yahoo.com,080-1234-5678,T-Shirt,Fashion,1,19365.960747177778,0.05,Cash,Lekki,Lagos,Returned
ORD100587,2026-03-17 14:00:00,CUST2241,John Okafor,user@yahoo.com,080-1234-5678,Blender,Home,3,58611.64367841487,0.1,Flutterwave,Lagos,Lagos,Cancelled
ORD100588,2025-10-30 00:00:00,CUST1796,John Ibrahim,info@company.com,080-1234-5678,USB-C Charger,Electronics,1,16524.90117975146,0.05,Cash,Abuja,FCT,Pending
ORD100589,2026-07-09 11:00:00,CUST2571,Tunde Okafor,info@company.com,08012345678,Running Shoes,Fashion,4,69201.57114515407,0.15,POS,Ibadan,Oyo,Returned
ORD100590,2026-07-17 18:00:00,CUST1329,Emeka Williams,customer@gmail.com,080-1234-5678,Blender,Home,2,57082.09817248989,0.2,Flutterwave,Lekki,Lagos,Cancelled
ORD100591,2026-03-14 20:00:00,CUST2314,David Ibrahim,user@yahoo.com,08012345678,Coffee Maker,Home,2,70569.53063965651,0.1,Cash,Lagos,Lagos,Failed
ORD100592,2025-12-19 12:00:00,CUST2462,David Williams,bademail.com,080-1234-5678,USB-C Charger,Electronics,1,17825.36363692668,0.05,Cash,Abuja,FCT,Pending
ORD100593,2025-05-16 14:00:00,CUST1173,Tunde Adeyemi,user@yahoo.com,,External SSD,Electronics,3,102151.41024566503,0.2,Bank Transfer,Port Harcourt,Rivers,Completed
ORD100594,2025-03-02 17:00:00,CUST1948,Chioma Adeyemi,user@yahoo.com,08012345678,Wireless Headphones,Electronics,4,83317.59348888746,0.15,Paystack,Abuja,FCT,Cancelled
ORD100595,2025-04-27 03:00:00,CUST2162,Mary Okafor,,,Running Shoes,Fashion,1,68553.6711660017,0.15,Flutterwave,Ibadan,Oyo,Returned
ORD100596,2025-05-11 01:00:00,CUST1546,Emeka Ibrahim,bademail.com,+2348012345678,USB-C Charger,Electronics,1,17752.71091969919,0.05,Paystack,Abuja,FCT,Pending
ORD100597,2025-10-13 13:00:00,CUST1370,Tunde Smith,customer@gmail.com,080-1234-5678,Office Chair,Home,2,158807.71672421834,0.05,Paystack,Abuja,FCT,Returned
ORD100598,2025-02-28 12:00:00,CUST1022,Ngozi Smith,info@company.com,,Backpack,Fashion,1,43569.56057386568,0.15,Flutterwave,Kano,Kano,Returned
ORD100599,2026-01-16 05:00:00,CUST1121,John Adeyemi,user@yahoo.com,,External SSD,Electronics,1,102756.30420991579,0.2,Flutterwave,Lekki,Lagos,Failed
ORD100600,2025-07-26 12:00:00,CUST1809,Aisha Smith,,08012345678,Wireless Headphones,Electronics,1,86368.27746815479,0.1,Bank Transfer,Benin City,Edo,Failed
ORD100601,2025-04-01 01:00:00,CUST1184,Aisha Williams,bademail.com,+2348012345678,Coffee Maker,Home,4,68549.84655441735,0.1,Card,Kano,Kano,Pending
ORD100602,2026-05-26 12:00:00,CUST1739,Tunde Adeyemi,info@company.com,080-1234-5678,Coffee Maker,Home,3,72244.406674112,0.15,Bank Transfer,Port Harcourt,Rivers,Cancelled
ORD100603,2026-01-15 08:00:00,CUST2347,Ngozi Okafor,user@yahoo.com,+2348012345678,Coffee Maker,Home,2,65585.76721034938,0.05,Card,Ikeja,Lagos,Returned
ORD100604,2025-10-25 22:00:00,CUST1238,Ngozi Okafor,bademail.com,080-1234-5678,Office Chair,Home,1,159175.73892743772,0.2,POS,Kano,Kano,Returned
ORD100605,2025-03-26 09:00:00,CUST1716,Mary Smith,info@company.com,+2348012345678,Coffee Maker,Home,1,76823.33269732779,0.2,Cash,Ikeja,Lagos,Failed
ORD100606,2025-12-26 02:00:00,CUST2571,David Ibrahim,customer@gmail.com,+2348012345678,External SSD,Electronics,1,100096.81511271078,0.0,Cash,Lagos,Lagos,Completed
ORD100607,2025-09-27 02:00:00,CUST1766,Mary Adeyemi,user@yahoo.com,08012345678,Office Chair,Home,2,132850.83386560352,0.15,POS,Lekki,Lagos,Cancelled
ORD100608,2025-01-30 22:00:00,CUST2344,Ngozi Adeyemi,,+2348012345678,External SSD,Electronics,2,89515.97035975977,0.0,Flutterwave,Ibadan,Oyo,Cancelled
ORD100609,2026-01-09 12:00:00,CUST2234,Tunde Okafor,bademail.com,080-1234-5678,Blender,Home,2,54264.92528904177,0.15,Card,Lekki,Lagos,Completed
ORD100610,2025-07-14 12:00:00,CUST2326,David Okafor,info@company.com,,Backpack,Fashion,1,44529.24353802063,0.1,Flutterwave,Benin City,Edo,Failed
ORD100611,2026-07-23 00:00:00,CUST1753,Chioma Ibrahim,bademail.com,,Running Shoes,Fashion,1,64693.71592618698,0.2,Paystack,Lekki,Lagos,Returned
ORD100612,2026-02-24 01:00:00,CUST1382,Tunde Ibrahim,customer@gmail.com,08012345678,USB-C Charger,Electronics,2,18048.02925311239,0.15,Flutterwave,Ibadan,Oyo,Pending
ORD100613,2025-07-18 10:00:00,CUST1959,Tunde Okafor,bademail.com,080-1234-5678,Running Shoes,Fashion,4,60431.8850025119,0.05,Flutterwave,Lekki,Lagos,Cancelled
ORD100614,2026-01-24 02:00:00,CUST1098,Mary Okafor,,08012345678,Backpack,Fashion,1,42089.47330690379,0.15,Card,Port Harcourt,Rivers,Returned
ORD100615,2025-06-23 23:00:00,CUST2200,Mary Williams,customer@gmail.com,08012345678,External SSD,Electronics,3,99569.80719842008,0.15,Bank Transfer,Ibadan,Oyo,Pending
ORD100616,2026-04-26 20:00:00,CUST1610,Aisha Williams,bademail.com,,Smart Watch,Electronics,1,112723.8286716666,0.1,Cash,Benin City,Edo,Pending
ORD100617,2026-04-05 17:00:00,CUST1218,Tunde Williams,customer@gmail.com,08012345678,Backpack,Fashion,1,41117.44428113176,0.0,Bank Transfer,Port Harcourt,Rivers,Returned
ORD100618,2025-07-26 17:00:00,CUST2267,Aisha Ibrahim,info@company.com,08012345678,Coffee Maker,Home,2,66601.28865499527,0.0,Bank Transfer,Kano,Kano,Completed
ORD100619,2025-01-19 07:00:00,CUST1429,Ngozi Smith,user@yahoo.com,,Wireless Headphones,Electronics,2,90815.52506717299,0.2,Bank Transfer,Abuja,FCT,Completed
ORD100620,2025-11-20 13:00:00,CUST1865,John Okafor,user@yahoo.com,+2348012345678,Office Chair,Home,2,151924.65427052486,0.15,POS,Ikeja,Lagos,Returned
ORD100621,2025-05-18 10:00:00,CUST1604,Tunde Okafor,info@company.com,08012345678,Wireless Headphones,Electronics,3,78245.27986881857,0.15,POS,Abuja,FCT,Returned
ORD100622,2025-01-26 06:00:00,CUST1999,Tunde Ibrahim,,,External SSD,Electronics,2,89906.20993503567,0.0,Paystack,Port Harcourt,Rivers,Completed
ORD100623,2025-07-02 20:00:00,CUST2328,Tunde Ibrahim,customer@gmail.com,,Smart Watch,Electronics,2,112699.32717574551,0.1,POS,Lekki,Lagos,Returned
ORD100624,2025-11-17 08:00:00,CUST1705,Ngozi Smith,,+2348012345678,Wireless Headphones,Electronics,1,86490.19807170476,0.1,Paystack, Lagos ,FCT,Returned
ORD100625,2025-10-12 13:00:00,CUST2379,Aisha Ibrahim,user@yahoo.com,+2348012345678,Running Shoes,Fashion,3,62171.94379850528,0.0,Flutterwave,Benin City,Edo,Returned
ORD100626,2026-02-18 12:00:00,CUST2008,Mary Ibrahim,bademail.com,080-1234-5678,Running Shoes,Fashion,1,61551.34577097467,0.2,Card,Ikeja,Lagos,Completed
ORD100627,2026-04-08 02:00:00,CUST1325,David Williams,customer@gmail.com,08012345678,Blender,Home,3,56117.72315349577,0.0,Paystack,Ibadan,Oyo,Pending
ORD100628,2025-06-26 00:00:00,CUST1697,Aisha Okafor,,080-1234-5678,USB-C Charger,Electronics,2,19426.743717076202,0.2,Paystack,Kano,Kano,Completed
ORD100629,2026-06-30 10:00:00,CUST1937,Mary Okafor,,08012345678,Wireless Headphones,Electronics,4,90501.37387634844,0.0,Paystack,Kano,Kano,Completed
ORD100630,2025-09-04 21:00:00,CUST1322,Emeka Ibrahim,,,Running Shoes,Fashion,2,68023.1746235222,0.0,Bank Transfer,Abuja,FCT,Cancelled
ORD100631,2025-05-18 19:00:00,CUST1900,Tunde Okafor,user@yahoo.com,,Blender,Home,3,56159.31280945537,0.2,Bank Transfer,Lekki,Lagos,Completed
ORD100632,2025-09-04 04:00:00,CUST2290,Chioma Smith,,,Office Chair,Home,1,153329.256494472,0.05,POS,Benin City,Edo,Returned
ORD100633,2025-01-21 07:00:00,CUST1907,David Okafor,,08012345678,Smart Watch,Electronics,3,100865.12071969123,0.1,POS,Ibadan,Oyo,Pending
ORD100634,2026-03-27 16:00:00,CUST2314,David Williams,customer@gmail.com,080-1234-5678,Smart Watch,Electronics,1,108224.71655044006,0.2,Cash,Lagos,Lagos,Cancelled
ORD100635,2025-12-27 07:00:00,CUST2251,David Ibrahim,bademail.com,+2348012345678,Blender,Home,1,62495.92519339423,0.2,Paystack,Port Harcourt,Rivers,Returned
ORD100636,2026-06-14 08:00:00,CUST1405,Emeka Okafor,customer@gmail.com,080-1234-5678,Blender,Home,3,56723.92505117614,0.05,Paystack,Benin City,Edo,Failed
ORD100637,2025-12-22 21:00:00,CUST1698,David Okafor,customer@gmail.com,080-1234-5678,Office Chair,Home,1,137498.85359506786,0.1,Flutterwave,Port Harcourt,Rivers,Returned
ORD100638,2026-07-29 12:00:00,CUST1764,Emeka Williams,info@company.com,08012345678,T-Shirt,Fashion,1,16371.838342574356,0.0,POS,Lagos,Lagos,Cancelled
ORD100639,2025-08-20 09:00:00,CUST1484,Chioma Adeyemi,info@company.com,080-1234-5678,External SSD,Electronics,2,98171.52510517088,0.2,Flutterwave,Kano,Kano,Pending
ORD100640,2025-03-13 20:00:00,CUST1672,Chioma Adeyemi,bademail.com,08012345678,Smart Watch,Electronics,1,102224.1715763218,0.15,POS,Abuja,FCT,Completed
ORD100641,2025-11-22 02:00:00,CUST1440,Ngozi Okafor,info@company.com,,USB-C Charger,Electronics,1,18317.662048431386,0.2,POS,Ikeja,Lagos,Cancelled
ORD100642,2025-10-28 10:00:00,CUST2412,Ngozi Ibrahim,user@yahoo.com,+2348012345678,External SSD,Electronics,1,95109.93192654368,0.15,Flutterwave,Benin City,Edo,Returned
ORD100643,2026-04-20 02:00:00,CUST1436,Ngozi Ibrahim,customer@gmail.com,+2348012345678,Running Shoes,Fashion,5,70772.9042937409,0.1,Card,Lekki,Lagos,Failed
ORD100644,2026-01-26 07:00:00,CUST1594,John Williams,user@yahoo.com,08012345678,Smart Watch,Electronics,1,107172.28179207699,0.1,Cash,Ibadan,Oyo,Cancelled
ORD100645,2025-04-08 00:00:00,CUST2208,Tunde Okafor,info@company.com,080-1234-5678,Coffee Maker,Home,1,67904.3729620897,0.15,Card,Ikeja,Lagos,Completed
ORD100646,2025-10-13 01:00:00,CUST1986,Emeka Williams,bademail.com,080-1234-5678,T-Shirt,Fashion,1,19012.857655870175,0.15,Flutterwave,Lagos,Lagos,Failed
ORD100647,2026-06-04 23:00:00,CUST1922,Ngozi Smith,info@company.com,08012345678,Running Shoes,Fashion,2,68897.55107553315,0.2,POS,lagos,Kano,Returned
ORD100648,2026-01-05 07:00:00,CUST1094,Ngozi Adeyemi,customer@gmail.com,+2348012345678,Backpack,Fashion,4,43740.55245971944,0.2,Flutterwave,Ibadan,Oyo,Cancelled
ORD100649,2025-05-12 08:00:00,CUST2268,John Williams,,+2348012345678,T-Shirt,Fashion,2,18902.01086486137,0.2,Card,Lekki,Lagos,Completed
ORD100650,2025-07-07 16:00:00,CUST1422,Chioma Williams,bademail.com,08012345678,T-Shirt,Fashion,1,19104.915686851426,0.2,Cash,Lagos,Lagos,Returned
ORD100651,2025-08-21 01:00:00,CUST1896,David Ibrahim,customer@gmail.com,080-1234-5678,External SSD,Electronics,1,92758.2086837767,0.0,Card,Lagos,Lagos,Completed
ORD100652,2025-05-05 16:00:00,CUST1524,Mary Smith,info@company.com,,T-Shirt,Fashion,1,18642.990844019416,0.0,Paystack,Ikeja,Lagos,Cancelled
ORD100653,2025-07-23 10:00:00,CUST1799,Mary Adeyemi,user@yahoo.com,,Running Shoes,Fashion,1,70109.1432736429,0.1,POS,Lagos,Lagos,Completed
ORD100654,03/12/2025,CUST2042,Tunde Okafor,info@company.com,08012345678,Wireless Headphones,Electronics,1,81911.71957479417,0.2,POS,Abuja,FCT,Completed
ORD100655,2025-01-13 17:00:00,CUST1552,Mary Smith,,+2348012345678,Coffee Maker,Home,1,69186.4249243046,0.15,POS,Abuja,FCT,Completed
ORD100656,2025-09-12 20:00:00,CUST2107,David Smith,,,T-Shirt,Fashion,1,19660.86759329866,0.2,POS,Ikeja,Lagos,Completed
ORD100657,2026-03-22 19:00:00,CUST1343,John Okafor,bademail.com,080-1234-5678,Wireless Headphones,Electronics,3,86663.75177551144,0.15,Cash,Port Harcourt,Rivers,Pending
ORD100658,2025-02-01 01:00:00,CUST1331,Mary Adeyemi,customer@gmail.com,,External SSD,Electronics,3,98770.15688521089,0.05,Flutterwave,Port Harcourt,Rivers,Failed
ORD100659,21/02/2026,CUST2034,Aisha Adeyemi,info@company.com,,Office Chair,Home,3,138417.38103428425,0.1,Cash,Abuja,FCT,Pending
ORD100660,2025-01-11 20:00:00,CUST2417,David Okafor,,,Coffee Maker,Home,5,64861.6211666227,0.0,Flutterwave,Ibadan,Oyo,Pending
ORD100661,2026-06-05 12:00:00,CUST1805,Mary Okafor,,08012345678,Smart Watch,Electronics,2,118636.58824790898,0.15,Flutterwave,Kano,Kano,Completed
ORD100662,19/07/2026,CUST2232,Aisha Ibrahim,user@yahoo.com,08012345678,Blender,Home,5,53647.260831052314,0.1,Bank Transfer,Benin City,Edo,Returned
ORD100663,2026-06-02 17:00:00,CUST1576,Aisha Smith,customer@gmail.com,080-1234-5678,Wireless Headphones,Electronics,1,90243.0464044419,0.05,Bank Transfer,Lagos,Lagos,Returned
ORD100664,26/04/2026,CUST2448,Chioma Okafor,user@yahoo.com,,Blender,Home,1,53486.979720674666,0.1,Paystack,Kano,Kano,Failed
ORD100665,2026-03-27 10:00:00,CUST2514,David Okafor,,+2348012345678,Coffee Maker,Home,1,75542.01751453214,0.05,Cash,Abuja,FCT,Failed
ORD100666,2025-05-11 23:00:00,CUST2389,John Williams,,080-1234-5678,Backpack,Fashion,3,43517.71497059594,0.15,Card,Port Harcourt,Rivers,Returned
ORD100667,2025-10-23 06:00:00,CUST1834,Emeka Okafor,,,Wireless Headphones,Electronics,3,84924.77016259001,0.2,Card,Ibadan,Oyo,Pending
ORD100668,2025-12-30 11:00:00,CUST1920,Aisha Okafor,bademail.com,+2348012345678,Wireless Headphones,Electronics,1,82189.99886058831,0.2,Card,Benin City,Edo,Pending
ORD100669,2025-05-15 09:00:00,CUST1337,Aisha Adeyemi,customer@gmail.com,08012345678,Smart Watch,Electronics,5,99613.2005494778,0.15,Card,Abuja,FCT,Failed
ORD100670,2025-03-15 14:00:00,CUST1970,Chioma Adeyemi,customer@gmail.com,080-1234-5678,Blender,Home,3,58228.23051818973,0.05,Card,Abuja,FCT,Failed
ORD100671,2026-03-03 21:00:00,CUST1915,Mary Okafor,customer@gmail.com,08012345678,External SSD,Electronics,1,92670.50752753249,0.0,Bank Transfer,Lekki,Lagos,Completed
ORD100672,2025-02-14 21:00:00,CUST1209,John Williams,customer@gmail.com,080-1234-5678,Coffee Maker,Home,1,77038.98211041809,0.15,Card,Benin City,Edo,Failed
ORD100673,2025-11-06 12:00:00,CUST1787,Ngozi Ibrahim,,08012345678,Smart Watch,Electronics,1,106471.56244754994,0.0,POS,Lagos,Lagos,Failed
ORD100674,2025-03-12 02:00:00,CUST1026,Mary Williams,user@yahoo.com,+2348012345678,Blender,Home,2,59593.41933357132,0.1,Cash,Lekki,Lagos,Returned
ORD100675,2025-05-07 22:00:00,CUST1498,David Okafor,customer@gmail.com,+2348012345678,Coffee Maker,Home,2,69288.00275636555,0.15,Paystack,Kano,Kano,Cancelled
ORD100676,2025-04-11 15:00:00,CUST1962,Emeka Williams,info@company.com,080-1234-5678,Office Chair,Home,2,141196.0698599954,0.0,Paystack,Ikeja,Lagos,Failed
ORD100677,2025-10-16 03:00:00,CUST1705,Chioma Smith,user@yahoo.com,08012345678,Running Shoes,Fashion,1,62940.175007742815,0.15,Flutterwave,Lagos,Lagos,Returned
ORD100678,2026-02-25 14:00:00,CUST1614,Tunde Adeyemi,user@yahoo.com,08012345678,External SSD,Electronics,2,94131.73978511992,0.0,POS,Ibadan,Oyo,Pending
ORD100679,2025-11-15 11:00:00,CUST2278,Chioma Smith,bademail.com,080-1234-5678,Wireless Headphones,Electronics,2,90223.61222342688,0.15,Bank Transfer,Abuja,FCT,Returned
ORD100680,2025-09-05 16:00:00,CUST1021,Mary Adeyemi,customer@gmail.com,08012345678,Running Shoes,Fashion,3,60351.22565014281,0.15,Bank Transfer,Lagos,Lagos,Failed
ORD100681,2025-05-16 22:00:00,CUST1406,Emeka Smith,user@yahoo.com,080-1234-5678,Blender,Home,1,60538.505417270215,0.1,Paystack,Lagos,Lagos,Pending
ORD100682,2026-07-30 09:00:00,CUST1537,Mary Okafor,user@yahoo.com,,Running Shoes,Fashion,1,67013.29956379818,0.0,Cash,Ikeja,Lagos,Pending
ORD100683,2026-07-07 14:00:00,CUST1763,David Williams,,,Office Chair,Home,1,155973.2472570041,0.0,Card,Ibadan,Oyo,Pending
ORD100684,2025-12-30 13:00:00,CUST1775,Aisha Adeyemi,,,Running Shoes,Fashion,2,71200.76002381637,0.05,Card,Abuja,FCT,Failed
ORD100685,2026-06-24 00:00:00,CUST1305,Aisha Smith,customer@gmail.com,080-1234-5678,External SSD,Electronics,1,102084.1783464157,0.2,Paystack,Port Harcourt,Rivers,Returned
ORD100686,2026-06-24 23:00:00,CUST2359,Mary Smith,,,Backpack,Fashion,2,44110.98751881976,0.2,Cash,Kano,Kano,Returned
ORD100687,2026-05-02 09:00:00,CUST1766,Ngozi Ibrahim,bademail.com,080-1234-5678,T-Shirt,Fashion,1,18292.272065903293,0.2,Flutterwave,Ibadan,Oyo,Completed
ORD100688,2025-11-05 14:00:00,CUST1481,Tunde Smith,info@company.com,,Backpack,Fashion,1,45265.15500819308,0.2,Bank Transfer,Abuja,FCT,Cancelled
ORD100689,2026-05-29 02:00:00,CUST1173,Emeka Ibrahim,,080-1234-5678,Office Chair,Home,2,137175.14976810594,0.0,POS,Ikeja,Lagos,Failed
ORD100690,2025-11-16 04:00:00,CUST1886,Tunde Adeyemi,bademail.com,080-1234-5678,External SSD,Electronics,1,90687.3698477823,0.0,Bank Transfer,Kano,Kano,Returned
ORD100691,2025-09-03 03:00:00,CUST1169,Emeka Williams,,08012345678,Backpack,Fashion,1,44401.335685863865,0.05,Card,Lekki,Lagos,Completed
ORD100692,2025-08-16 20:00:00,CUST1403,Aisha Adeyemi,info@company.com,080-1234-5678,USB-C Charger,Electronics,1,16886.312771888923,0.2,Bank Transfer,Abuja,FCT,Failed
ORD100693,2025-07-12 09:00:00,CUST1710,Tunde Ibrahim,,08012345678,Office Chair,Home,1,144188.115820055,0.2,Bank Transfer,Port Harcourt,Rivers,Returned
ORD100694,2025-11-20 21:00:00,CUST1479,Ngozi Ibrahim,info@company.com,08012345678,Backpack,Fashion,1,40429.82860136579,0.05,POS,Abuja,FCT,Returned
ORD100695,2025-09-13 19:00:00,CUST1285,David Adeyemi,customer@gmail.com,,Backpack,Fashion,1,44607.371633755596,0.1,Cash,Lagos,Lagos,Pending
ORD100696,2026-06-05 18:00:00,CUST2595,Emeka Adeyemi,,08012345678,Smart Watch,Electronics,1,111486.70340536439,0.0,Bank Transfer,Benin City,Edo,Pending
ORD100697,2025-09-18 07:00:00,CUST1419,Tunde Okafor,,,Blender,Home,2,54384.72866645024,0.0,Cash,Benin City,Edo,Failed
ORD100698,2025-03-05 15:00:00,CUST1352,Mary Williams,user@yahoo.com,08012345678,Coffee Maker,Home,2,76701.2375259545,0.2,POS,Port Harcourt,Rivers,Completed
ORD100699,2025-07-13 18:00:00,CUST1422,Chioma Adeyemi,,08012345678,Running Shoes,Fashion,1,64410.627929470626,0.1,Paystack,Benin City,Edo,Completed
ORD100700,2025-09-24 23:00:00,CUST1322,Mary Smith,,,Running Shoes,Fashion,1,64717.26485089106,0.0,POS,LAGOS,Edo,Pending
ORD100701,2025-10-23 01:00:00,CUST2454,Ngozi Smith,,080-1234-5678,Running Shoes,Fashion,3,66137.39539413636,0.2,Flutterwave,Port Harcourt,Rivers,Returned
ORD100702,2025-11-01 06:00:00,CUST1132,Tunde Williams,user@yahoo.com,080-1234-5678,Office Chair,Home,1,156898.7736292753,0.15,POS,Ikeja,Lagos,Returned
ORD100703,2025-07-16 13:00:00,CUST2324,Ngozi Adeyemi,info@company.com,,External SSD,Electronics,1,97147.52272252116,0.05,POS,Lekki,Lagos,Pending
ORD100704,2025-11-09 13:00:00,CUST1788,David Williams,customer@gmail.com,,Running Shoes,Fashion,3,67582.38183926,0.0,Bank Transfer,Benin City,Edo,Pending
ORD100705,2026-04-01 02:00:00,CUST1137,Chioma Ibrahim,bademail.com,08012345678,Office Chair,Home,3,159364.17506406628,0.0,Card,Port Harcourt,Rivers,Failed
ORD100706,2025-06-22 13:00:00,CUST1425,John Ibrahim,customer@gmail.com,08012345678,Blender,Home,1,59610.85283201959,0.15,POS,Ikeja,Lagos,Cancelled
ORD100707,2025-01-26 18:00:00,CUST1022,Emeka Okafor,user@yahoo.com,080-1234-5678,Smart Watch,Electronics,3,113746.5025817668,0.15,POS,Benin City,Edo,Returned
ORD100708,2026-05-03 03:00:00,,David Ibrahim,info@company.com,+2348012345678,USB-C Charger,Electronics,1,16814.120744307227,0.0,Paystack,Abuja,FCT,Completed
ORD100709,2025-04-25 23:00:00,CUST1159,John Adeyemi,user@yahoo.com,,Running Shoes,Fashion,1,63155.130865523395,0.05,Flutterwave,Benin City,Edo,Completed
ORD100710,2026-07-26 01:00:00,CUST2301,Mary Ibrahim,info@company.com,,T-Shirt,Fashion,1,16388.694922279858,0.0,Card,Lagos,Lagos,Returned
ORD100711,2025-06-12 20:00:00,CUST1410,Mary Okafor,bademail.com,08012345678,Backpack,Fashion,4,46110.041249709604,0.1,Bank Transfer,Ibadan,Oyo,Completed
ORD100712,2026-06-29 00:00:00,CUST2361,David Smith,customer@gmail.com,,Backpack,Fashion,5,42105.00084537673,0.1,Cash,Lekki,Lagos,Failed
ORD100713,20/10/2025,CUST1248,Chioma Smith,customer@gmail.com,080-1234-5678,Backpack,Fashion,2,40516.28975464717,0.0,POS,Benin City,Edo,Cancelled
ORD100714,2025-05-31 06:00:00,CUST1136,Emeka Williams,info@company.com,08012345678,Wireless Headphones,Electronics,1,77644.63156501071,0.05,POS,Kano,Kano,Cancelled
ORD100715,2026-05-02 10:00:00,CUST2099,David Adeyemi,customer@gmail.com,080-1234-5678,External SSD,Electronics,1,104146.90200229439,0.15,Flutterwave,Lekki,Lagos,Pending
ORD100716,2026-03-31 21:00:00,CUST1988,Mary Adeyemi,customer@gmail.com,,Blender,Home,1,56635.50823575186,0.05,Paystack,Ibadan,Oyo,Failed
ORD100717,2025-07-30 20:00:00,CUST1485,Tunde Smith,,08012345678,Wireless Headphones,Electronics,1,77518.69128151568,0.1,POS,Lekki,Lagos,Cancelled
ORD100718,2026-03-15 07:00:00,CUST1078,Chioma Williams,bademail.com,080-1234-5678,Backpack,Fashion,1,38927.84289968209,0.1,Flutterwave,Abuja,FCT,Completed
ORD100719,2026-03-19 09:00:00,CUST1591,John Smith,info@company.com,080-1234-5678,T-Shirt,Fashion,2,17072.096341408364,0.2,Card,Benin City,Edo,Pending
ORD100720,2025-12-22 23:00:00,CUST1659,David Ibrahim,customer@gmail.com,08012345678,Backpack,Fashion,2,45106.880615128546,0.0,Bank Transfer,Benin City,Edo,Completed
ORD100721,2025-03-04 15:00:00,CUST1356,Chioma Smith,,08012345678,Running Shoes,Fashion,4,64041.11761171266,0.15,Cash,Ikeja,Lagos,Pending
ORD100722,2026-02-18 14:00:00,CUST1510,Emeka Adeyemi,,,Backpack,Fashion,1,45928.89680966044,0.05,Cash,Ikeja,Lagos,Returned
ORD100723,2025-09-29 20:00:00,CUST1774,David Ibrahim,bademail.com,,USB-C Charger,Electronics,5,18019.053195370878,0.15,Bank Transfer,Ibadan,Oyo,Returned
ORD100724,2025-02-26 19:00:00,CUST2555,Emeka Williams,,+2348012345678,Wireless Headphones,Electronics,2,85898.48632628485,0.05,Cash,Benin City,Edo,Returned
ORD100725,2025-09-14 02:00:00,CUST2152,Ngozi Okafor,info@company.com,+2348012345678,Coffee Maker,Home,1,75094.03254059942,0.05,Bank Transfer,Port Harcourt,Rivers,Pending
ORD100726,2025-12-02 11:00:00,CUST1829,Tunde Ibrahim,info@company.com,,Wireless Headphones,Electronics,1,84822.36894393551,0.2,Card,Ibadan,Oyo,Returned
ORD100727,2025-09-20 16:00:00,CUST2159,David Smith,bademail.com,080-1234-5678,Wireless Headphones,Electronics,0,89611.59643920111,0.1,Paystack,Lekki,Lagos,Returned
ORD100728,2025-10-17 11:00:00,CUST2507,Chioma Smith,bademail.com,08012345678,Blender,Home,2,62889.0351461788,0.1,Flutterwave,Benin City,Edo,Completed
ORD100729,2026-04-10 22:00:00,CUST1302,Emeka Smith,,+2348012345678,Running Shoes,Fashion,1,58660.38603721186,0.0,Flutterwave,Kano,Kano,Returned
ORD100730,2025-12-20 23:00:00,CUST1387,Tunde Smith,bademail.com,080-1234-5678,Smart Watch,Electronics,2,114220.40957695866,0.2,Paystack,Lekki,Lagos,Returned
ORD100731,2026-05-29 16:00:00,CUST2491,Mary Okafor,,080-1234-5678,External SSD,Electronics,1,100970.33241176276,0.1,Flutterwave,Benin City,Edo,Pending
ORD100732,2025-04-25 23:00:00,CUST2008,John Okafor,customer@gmail.com,,Smart Watch,Electronics,2,110549.1637525747,0.1,Flutterwave,Lagos,Lagos,Returned
ORD100733,2026-04-26 15:00:00,CUST1276,Chioma Ibrahim,user@yahoo.com,08012345678,Running Shoes,Fashion,1,64358.590195865916,0.05,Bank Transfer,Ikeja,Lagos,Pending
ORD100734,2025-06-27 01:00:00,CUST1838,Ngozi Williams,customer@gmail.com,+2348012345678,Wireless Headphones,Electronics,2,77856.76663356375,0.0,POS,Abuja,FCT,Completed
ORD100735,2026-02-04 19:00:00,CUST1481,Ngozi Ibrahim,customer@gmail.com,08012345678,Office Chair,Home,1,132270.63753989592,0.0,Flutterwave,Lagos,Lagos,Failed
ORD100736,2025-09-14 10:00:00,CUST2235,Emeka Ibrahim,bademail.com,080-1234-5678,Wireless Headphones,Electronics,1,86774.31636527712,0.1,Cash,Lagos,Lagos,Cancelled
ORD100737,2026-03-31 00:00:00,CUST1817,Tunde Williams,customer@gmail.com,080-1234-5678,Blender,Home,3,62327.698214582815,0.0,Card,Ibadan,Oyo,Returned
ORD100738,2025-01-18 12:00:00,CUST2233,Mary Williams,info@company.com,+2348012345678,Smart Watch,Electronics,2,107105.45769290773,0.2,Flutterwave,Ikeja,Lagos,Returned
ORD100739,2025-01-03 03:00:00,CUST2307,Aisha Okafor,info@company.com,08012345678,T-Shirt,Fashion,1,19690.551275813643,0.1,Flutterwave,Abuja,FCT,Returned
ORD100740,2026-05-20 15:00:00,CUST2255,Mary Adeyemi,bademail.com,,Backpack,Fashion,2,46089.720293358325,0.0,Flutterwave,Benin City,Edo,Returned
ORD100741,2025-12-22 00:00:00,CUST2172,John Smith,bademail.com,08012345678,Office Chair,Home,2,139239.10084469817,0.2,POS,Ikeja,Lagos,Pending
